,sentence1,sentence21,sentence22,pronoun,referent1,wrong_referent1,referent2,wrong_referent2
256,The sniper neutralized the terrorist,He was a resourceful assassin,He was a precise sharpshooter,He,sniper,terrorist,sniper,terrorist
257,The accurate sniper targeted the terrorist,He was a top marksman,He was a successful assassin,He,sniper,terrorist,sniper,terrorist
258,The storm shattered the commercial flight,It was bringing high winds,It was producing tornadoes,It,storm,flight,storm,flight
259,The police raided the criminals through the park,They were experts at extracting valuable information,They were a versatile and adaptable group,They,police,criminals,police,criminals
260,The precise sniper took aim the terrorist,He was a top killer,He was a brutal cyber criminal,He,sniper,terrorist,terrorist,sniper
261,The winning sniper took out the terrorist,He was a top marksman,He was a veteran sharpshooter,He,sniper,terrorist,sniper,terrorist
262,The panicked sailors jumped off the boats,They were suffering structural damage,They were not being careful,They,boats,sailors,sailors,boats
263,The accurate sniper killed the terrorist,He was a successful killer,He was a veteran shooter,He,sniper,terrorist,sniper,terrorist
264,The resourceful sniper neutralized the terrorist,He was a talented sharpshooter,He was a ruthless war criminal,He,sniper,terrorist,terrorist,sniper
265,The winning sniper took out the terrorist,He was a notorious human trafficker,He was a successful sharpshooter,He,terrorist,sniper,sniper,terrorist
266,The storm disrupted the international flight,It was creating dangerous conditions,It was carrying cargo,It,storm,flight,flight,storm
267,The storm frightened the flight,It was creating dangerous conditions,It was carrying cargo,It,storm,flight,flight,storm
268,The sniper took out the terrorist,He was a dangerous bomb maker,He was a brutal militant,He,terrorist,sniper,terrorist,sniper
269,The winning sniper targeted the terrorist,He was a veteran shooter,He was a successful killer,He,sniper,terrorist,sniper,terrorist
270,The sniper took out the terrorist,He was a precise shooter,He was a notorious human rights abuser,He,sniper,terrorist,terrorist,sniper
271,The sniper took aim the terrorist,He was a notorious bomber,He was a resourceful killer,He,terrorist,sniper,sniper,terrorist
272,The skillful heart drove blood with assurance,It was a single-minded muscle,It was a well-oiled muscle,It,heart,blood,heart,blood
273,The sniper took aim the terrorist,He was a brutal arms dealer,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
274,The storm interrupted the international flight,It was headed for Europe,It was carrying important documents,It,flight,storm,flight,storm
275,The accurate sniper fired the terrorist,He was a successful marksman,He was a veteran assassin,He,sniper,terrorist,sniper,terrorist
276,The heart drove blood that fought infections,It was a immune-boosting liquid,It was a life-enriching fluid,It,blood,heart,blood,heart
277,The sniper killed the terrorist,He was a dangerous killer,He was a brutal extremist,He,terrorist,sniper,terrorist,sniper
278,The sniper killed the terrorist,He was a ruthless killer,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
279,The sniper took down the terrorist,He was a ruthless criminal,He was a brutal assassin,He,terrorist,sniper,terrorist,sniper
280,The sniper neutralized the terrorist,He was a accurate marksman,He was a ruthless arms smuggler,He,sniper,terrorist,terrorist,sniper
281,The birds ate the seeds,They were expanding their palate,They were rich and indulgent,They,birds,seeds,seeds,birds
282,The sniper targeted the terrorist,He was a resourceful assassin,He was a accurate shooter,He,sniper,terrorist,sniper,terrorist
283,The storm overwhelmed the commercial flight,It was putting travelers in danger,It was carrying important documents,It,storm,flight,flight,storm
284,The sniper executed the terrorist,He was a winning killer,He was a ruthless killer,He,sniper,terrorist,terrorist,sniper
285,The precise sniper took down the terrorist,He was a top assassin,He was a dangerous extremist,He,sniper,terrorist,terrorist,sniper
286,The sniper eliminated the terrorist,He was a brutal assassin,He was a ruthless human trafficker,He,terrorist,sniper,terrorist,sniper
287,The sniper eliminated the terrorist,He was a brutal human trafficker,He was a resourceful shooter,He,terrorist,sniper,sniper,terrorist
288,The knife cut through the fence rapidly,It was weathered and corroded,It was easily cut by the sharp blade,It,fence,knife,fence,knife
289,The sniper assassinated the terrorist,He was a brutal insurgent,He was a notorious dictator,He,terrorist,sniper,terrorist,sniper
290,The sniper neutralized the terrorist,He was a winning shooter,He was a dangerous bomb maker,He,sniper,terrorist,terrorist,sniper
291,The resourceful sniper executed the terrorist,He was a veteran sharpshooter,He was a successful killer,He,sniper,terrorist,sniper,terrorist
292,The sailors leapt off the boats,They were not seaworthy,They were using limited resources,They,boats,sailors,sailors,boats
293,The sniper neutralized the terrorist,He was a brutal arms dealer,He was a notorious dealer,He,terrorist,sniper,terrorist,sniper
294,The winning sniper executed the terrorist,He was a veteran marksman,He was a successful assassin,He,sniper,terrorist,sniper,terrorist
295,The precise sniper executed the terrorist,He was a talented killer,He was a veteran sharpshooter,He,sniper,terrorist,sniper,terrorist
296,The sniper took down the terrorist,He was a notorious guy,He was a resourceful assassin,He,terrorist,sniper,sniper,terrorist
297,The sniper killed the terrorist,He was a winning marksman,He was a dangerous killer,He,sniper,terrorist,terrorist,sniper
298,The sniper fired the terrorist,He was a dangerous militant,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
299,The sniper took aim the terrorist,He was a resourceful sharpshooter,He was a dangerous criminal,He,sniper,terrorist,terrorist,sniper
300,The sniper killed the terrorist,He was a notorious cyber criminal,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
301,The sniper neutralized the terrorist,He was a winning shooter,He was a resourceful marksman,He,sniper,terrorist,sniper,terrorist
302,The resourceful sniper executed the terrorist,He was a veteran shooter,He was a successful sharpshooter,He,sniper,terrorist,sniper,terrorist
303,The sniper executed the terrorist,He was a ruthless warmonger,He was a brutal cyber criminal,He,terrorist,sniper,terrorist,sniper
304,The students read through the books,They were beautifully written,They were rich with meaning,They,books,students,books,students
305,The sniper fired the terrorist,He was a dangerous arms smuggler,He was a winning marksman,He,terrorist,sniper,sniper,terrorist
306,The sniper took aim the terrorist,He was a dangerous warmonger,He was a dangerous guy,He,terrorist,sniper,terrorist,sniper
307,The sniper took out the terrorist,He was a dangerous combatant,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
308,The sniper assassinated the terrorist,He was a notorious launderer,He was a precise assassin,He,terrorist,sniper,sniper,terrorist
309,The storm overwhelmed the morning flight,It was creating dangerous conditions,It was causing flash floods,It,storm,flight,storm,flight
310,The winning sniper neutralized the terrorist,He was a talented shooter,He was a top assassin,He,sniper,terrorist,sniper,terrorist
311,The sniper fired the terrorist,He was a ruthless warlord,He was a dangerous dealer,He,terrorist,sniper,terrorist,sniper
312,The people joined a nonviolent protest against the government,They were spreading hope,They were seeking change,They,people,government,people,government
313,The heart pushed blood with determination,It was a self-assured organ,It was a healthy muscle,It,heart,blood,heart,blood
314,The sniper targeted the terrorist,He was a notorious war criminal,He was a ruthless assassin,He,terrorist,sniper,terrorist,sniper
315,The students read over the books,They were beautifully written,They were written by experts,They,books,students,books,students
316,The people marched in solidarity against the government,They were fighting for their future,They were seeking compassion,They,people,government,people,government
317,The people gathered to demonstrate against the government,They were promoting corruption,They were representing all voices,They,government,people,people,government
318,The accurate sniper assassinated the terrorist,He was a dangerous assassin,He was a talented assassin,He,terrorist,sniper,sniper,terrorist
319,The sniper executed the terrorist,He was a dangerous war criminal,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
320,The massive storm affected the flight,It was carrying important documents,It was full of passengers,It,flight,storm,flight,storm
321,The students absorbed the books,They were exploring ideas,They were broadening their perspectives,They,students,books,students,books
322,The sniper targeted the terrorist,He was a dangerous human rights abuser,He was a brutal arms dealer,He,terrorist,sniper,terrorist,sniper
323,The sniper assassinated the terrorist,He was a notorious human rights abuser,He was a notorious militant,He,terrorist,sniper,terrorist,sniper
324,The sniper neutralized the terrorist,He was a ruthless insurgent,He was a notorious combatant,He,terrorist,sniper,terrorist,sniper
325,The sniper neutralized the terrorist,He was a dangerous dealer,He was a ruthless arms smuggler,He,terrorist,sniper,terrorist,sniper
326,The storm hindered the flight,It was carrying cargo,It was creating dangerous conditions,It,flight,storm,storm,flight
327,The sniper assassinated the terrorist,He was a notorious arms dealer,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
328,The sniper targeted the terrorist,He was a notorious human rights abuser,He was a dangerous warmonger,He,terrorist,sniper,terrorist,sniper
329,The sniper targeted the terrorist,He was a ruthless launderer,He was a resourceful shooter,He,terrorist,sniper,sniper,terrorist
330,The sniper took out the terrorist,He was a resourceful shooter,He was a ruthless killer,He,sniper,terrorist,terrorist,sniper
331,The sniper executed the terrorist,He was a ruthless arms dealer,He was a brutal cyber criminal,He,terrorist,sniper,terrorist,sniper
332,The sniper took out the terrorist,He was a notorious murderer,He was a brutal human trafficker,He,terrorist,sniper,terrorist,sniper
333,The sniper took aim the terrorist,He was a brutal cyber criminal,He was a brutal launderer,He,terrorist,sniper,terrorist,sniper
334,The sniper executed the terrorist,He was a dangerous guy,He was a brutal warmonger,He,terrorist,sniper,terrorist,sniper
